attendance,internal_marks,assignment_score,study_hours,previous_gpa,participation,pass_fail
72.19004381544534,87.04370678970872,66.30748585596808,3.2955706132519165,8.63342292656917,0.0590305768376533,0
80.12335803119345,68.33685785972807,55.68715097068622,2.88654520870538,8.021952561054555,0.9671782729841748,0
96.7756789285767,55.75301380120001,,6.707392782964389,,0.6409559830409944,1
85.66937589194232,,80.91701586399707,1.6574257054835435,6.491471015299615,0.1030787826337351,0
93.05363243800748,79.71506380947558,,7.438352436694135,7.945354642765288,,1
70.70370706911886,68.5556018418978,58.82133483012007,1.6703575207454635,5.080161722130151,0.1979180313505938,0
72.9870370756024,52.87339127980013,65.5688168452662,3.372490353498074,6.869580136092834,0.9475816023172964,0
92.38064298899512,93.70400337617284,90.02050316625517,7.115988794341221,7.791312986764844,0.1231700040769414,1
91.18066805696252,84.97159652847458,87.20402220525301,6.044016376419776,7.481190896084698,0.7919464747312489,1
89.39703389579577,46.70802227403623,98.75572535228628,3.880394132955795,7.165676059981328,0.1183114127160396,0
64.87544373347791,66.45130676215095,,5.781299229592102,9.674319370917717,0.5203963665168543,1
90.36021130087724,60.36963490359656,71.79672454455641,2.6007258287063326,8.290773425763591,0.7998407144645913,1
80.19182393218112,42.58083786280332,57.01340808177143,1.20170780737524,,0.3504708006409748,0
63.17121138524767,64.62025566014626,90.69580532830425,2.939999891057013,9.41343625491218,0.5488017266010815,1
92.819503379211,60.47212434352921,,3.962004649425345,5.115228019470221,0.8479537823472516,0
72.6145497306447,80.7422299253464,96.33209837667226,,9.819363028228803,0.0546530829182084,1
85.64024229282805,,98.69890475436225,7.989123586009955,7.329560813768044,0.0368234005379517,1
,92.05713197134794,65.68304545878343,6.692013537101633,6.501577117319634,0.3534079797309434,0
92.44495079733883,67.06456430949157,58.430340314475714,3.0502411244272207,9.543818165198095,0.5372881862058948,1
,,58.53660380565248,1.162586994227824,5.183146111818624,0.7630002484540389,0
84.91013612959364,44.64914784702949,,4.648863669937107,8.219515297179012,0.0452016639772699,0
72.35670891375064,44.78580552706426,,1.1530448681396512,5.223376038427264,,0
90.25240387921176,64.88984031333723,54.367020705697215,1.3146943344264117,6.4756390490284375,0.6392917284607711,0
,47.77159659402114,50.29208000607552,1.604823523303133,9.488175053720786,0.8527290227591285,1
60.72440735283362,66.23689889467705,66.7981824276826,5.960414885796884,8.313738444813072,0.920649928827672,1
80.10524970520521,85.70831529729715,56.11824143830121,2.869226364050466,7.536413858293612,0.1738796824094627,0
,66.16295323731346,89.88951530031247,3.512726402440011,9.489097459205304,0.4869913566233754,1
71.567497851838,94.32812152824494,63.58902505955986,5.049027066141396,6.094810624939508,0.8804220324199034,1
89.75785170290708,93.9183356980662,76.41723467182771,3.895372218275537,8.478615151090793,0.7268112577006373,1
66.1931445039088,47.87939498585904,54.96300746545975,4.058800035437591,7.151229982693732,0.2669498466217923,0
93.55592345783737,64.11711547691317,84.33583298024243,5.140359202520857,7.78552172413303,0.7524119552153874,1
,78.5042226888414,82.95573709498808,1.5033114787943689,6.629398802775427,0.3018950224328638,0
63.74080494391638,70.1519010554245,53.32208159089502,4.2002251928753305,9.432752406146331,,1
,83.33867009942247,97.53409684035412,4.242657150161389,7.570683591659093,0.5779146098521801,1
67.88970664668068,70.46102947810506,,3.1016264456456204,7.669215465193178,0.6396977799283038,0
72.7501001172828,98.56423516191428,60.76343870164299,4.688435571131027,8.498971410487357,0.8467296417077589,1
65.7125721789147,93.2553394431315,87.97903750075363,1.1442921118510527,5.890766656230646,0.8971278571356976,0
,64.81868529072389,86.04662741709556,5.515294085685548,7.740510094110997,,1
71.2385275836892,70.83255008669401,75.51877033144311,7.047091033418718,7.52863090302053,0.4020288422833332,1
