attendance,internal_marks,assignment_score,study_hours,previous_gpa,participation,pass_fail
79.50668274485058,98.75571193651857,81.45565717402152,3.395584162490873,9.930815553041278,0.4703557362729537,1
68.42113953762453,71.42190317627855,86.95201937492277,6.374031353749475,6.1337017526162345,,0
89.85255250276307,51.75233110474824,,1.9538106369973391,9.16023568783639,0.3414281511709286,0
84.00082192477214,,65.96055179436362,1.982539119702704,5.70125970755606,0.1388519584502019,0
90.26920668274272,98.76519238827112,66.37381933573116,1.9571157814092597,9.493436136387032,0.6258558339357833,1
97.47289848132368,,85.76146448881491,1.1886833185869186,6.519265744374708,0.4780719044478558,0
63.07917868259865,96.22869800890732,53.44287688037708,3.91870896775342,5.414877971951889,0.8698881382840377,0
90.56382346315516,90.4785010899821,85.55555670252872,2.9317082802736807,5.307852618235974,0.7696318359032417,0
61.46685707734172,73.59358609215695,,1.4062139331853438,6.734998398443128,,0
72.97317509406072,67.82683584165537,70.99928992279752,2.8148250977653566,7.779725782618245,0.835435646761167,1
71.22732862063897,40.43319682022307,72.53441443025943,3.074184969129308,6.604627508716734,0.0885982029194261,0
85.45641645055122,99.2957269085912,52.23861862590476,5.349079239517524,8.228513651506091,0.7320306915244569,1
,64.16521712484652,55.28676339632253,1.9714810987471088,6.098765594303932,,0
79.07933570470615,72.46181734376869,56.01258867432884,2.6705478316299764,6.979124268086425,0.65422338934739,0
69.03158208602517,48.41603280755014,51.682191127188105,,5.472427202035396,,0
,93.34252706140968,60.74404860463946,2.36645664556316,6.627205659143043,0.6339994983553954,0
75.29453324246512,68.54780889967606,69.06938315367829,6.517253227500403,,0.2397062602463241,1
75.3392449030017,69.25013671721679,50.31427729342956,6.459388049808834,9.96206091578965,0.7740609747685232,1
88.20163625414371,,59.65826055608855,6.216636971398923,6.027169674903725,0.2929268596830799,0
86.26524294831505,70.0581581115321,98.77409962238806,4.364791754432,6.011621807209183,,0
65.044405667145,75.43931359651846,87.92233500037878,4.524728381276919,6.685614612628026,0.80448013519236,1
81.0019736098154,88.90046661902547,62.565948431315775,,7.663113165837126,0.4039184533550247,1
93.98589562709644,48.175033905518674,81.68548717115554,4.053884960298125,7.665164424695384,0.04434327386286,0
85.75826317790454,97.39383571367014,67.89442653628447,2.306243523634213,9.917860008860098,0.1644385349354675,1
76.54662094332828,90.01645352129442,75.24384007177997,7.279894541684363,6.441762842755976,0.7854429342527677,1
95.83262926240778,73.59046573503952,95.0627398551466,4.568656565934785,8.254821610351977,0.6404119644147335,1
65.36060913802562,44.025623957792725,81.98738560188397,2.3471192375286853,8.06002169585932,0.1149293415436871,0
80.90040724342353,76.52549950777318,50.69903959197559,,9.976024169491728,,1
93.79456341642036,54.09691377000357,86.44351465485818,5.718475258123972,,0.905171418522124,1
95.29665473629356,85.25693998211297,90.78079576735138,3.008474593564711,9.485434280095774,,1
95.14062245205392,93.0398666122712,73.75083784967094,7.002910944538921,9.906191755033172,0.5564913074967742,1
72.04925179175633,80.00536367844263,61.19211942816992,7.480032581170143,9.845911519688697,,1
85.71226364344695,,59.249984875098974,2.3426335414421167,5.700910546022719,0.3487490302401308,0
89.42082823174324,71.63348509602375,99.36801022676671,2.8661118686415232,8.435864278110236,,1
89.97477746579827,99.89187275727144,66.68873961347828,1.6162870539302103,8.751201936462591,0.866248730884929,1
88.18723050946588,53.78956250755216,80.30886528908837,2.7915727037363838,,0.373677670172382,1
90.59239203611982,90.13424259787362,88.70016564548798,3.612950281009037,8.60543804348896,0.58572199740834,1
60.39083389676735,,89.67606323201622,2.9549504652894454,9.393205589946287,0.1750299407238911,0
79.39434958864415,54.03090214512866,77.62598901834889,2.7328189600200044,5.856709557613648,0.7053535844768445,0
86.4925495492288,,67.55689067978281,3.676387912037704,7.114024410705099,0.5498984459741876,1
,43.05844214749968,,7.18425454578465,9.83408212919892,0.996588955118974,1
,81.3738646631179,73.31283705586867,2.008596127360238,9.031620367442644,0.26274957821494,1
91.62054430134592,45.38195782049528,98.96499987087026,6.513818815756944,5.102477481790678,0.9895273412128908,0
67.70705585946801,,74.92451135172071,4.4646056389470266,5.218865139815067,0.9605422799010516,0
61.79645195982464,93.39586335340589,69.87578757706177,4.036339206547929,9.676845080677978,0.2788134950131723,1
84.81895140207882,90.0394457259458,,1.4915114600250834,5.620841028363963,0.9611043989137668,0
82.63126219363986,67.83191328573085,75.15147403983502,1.3034724988366966,6.772138915104313,0.81959614676862,0
74.36933477599062,92.57883819493053,98.28444582801846,5.860059947000623,9.12027244834504,0.9894545137251152,1
69.971689165955,76.26284314496849,66.41561367712319,6.232097677243914,5.566705923407428,0.5891515305646109,0
93.14611624473156,50.34376859790716,,5.864731346259063,6.107807587022714,0.4962171097028154,0
93.72579460118982,98.55360027375391,81.78696787650935,1.362371666594456,5.2365143300176085,0.8189639478173772,0
